gamma Case Scenario ES e_var Power n g h 
3   3   1 0.300      2.000 4.174812e-01  15  10   5 
3   3   1 0.300      2.000 5.249717e-01  20  10   5 
3   3   1 0.300      2.000 6.184342e-01  25  10   5 
3   3   1 0.300      2.000 7.909134e-01  25  15   5 
3   3   1 0.300      2.000 6.974933e-01  20  15  10 
4   3   1 0.300      2.000 1.713957e-01  10   5   3 
4   3   1 0.300      2.000 2.353380e-01  15   5   3 
4   3   1 0.300      2.000 2.981357e-01  20   5   3 
4   3   1 0.300      2.000 4.174812e-01  15  10   5 
4   3   1 0.300      2.000 5.249717e-01  20  10   5 
4   3   1 0.300      2.000 6.184342e-01  25  10   5 
4   3   1 0.300      2.000 7.909134e-01  25  15   5 
4   3   1 0.300      2.000 6.974933e-01  20  15  10 
5   3   1 0.300      2.000 1.713957e-01  10   5   3 
5   3   1 0.300      2.000 2.353380e-01  15   5   3 
5   3   1 0.300      2.000 2.981357e-01  20   5   3 
5   3   1 0.300      2.000 4.174812e-01  15  10   5 
5   3   1 0.300      2.000 5.249717e-01  20  10   5 
5   3   1 0.300      2.000 6.184342e-01  25  10   5 
5   3   1 0.300      2.000 7.909134e-01  25  15   5 
5   3   1 0.300      2.000 6.974933e-01  20  15  10 
6   3   1 0.300      2.000 1.065903e-01  10   5   3 
6   3   1 0.300      2.000 1.391486e-01  15   5   3 
6   3   1 0.300      2.000 1.713957e-01  20   5   3 
6   3   1 0.300      2.000 2.353380e-01  15  10   5 
6   3   1 0.300      2.000 2.981357e-01  20  10   5 
6   3   1 0.300      2.000 3.590652e-01  25  10   5 
6   3   1 0.300      2.000 4.993655e-01  25  15   5 
6   3   1 0.300      2.000 4.174812e-01  20  15  10 
7   3   1 0.300      2.000 1.065903e-01  10   5   3 
7   3   1 0.300      2.000 1.391486e-01  15   5   3 
7   3   1 0.300      2.000 1.713957e-01  20   5   3 
7   3   1 0.300      2.000 2.353380e-01  15  10   5 
7   3   1 0.300      2.000 2.981357e-01  20  10   5 
7   3   1 0.300      2.000 3.590652e-01  25  10   5 
7   3   1 0.300      2.000 4.993655e-01  25  15   5 
7   3   1 0.300      2.000 4.174812e-01  20  15  10 
1   3   1 0.700      2.000 9.157678e-01  10   5   3 
1   3   1 0.700      2.000 9.832964e-01  15   5   3 
1   3   1 0.700      2.000 9.971049e-01  20   5   3 
1   3   1 0.700      2.000 9.999333e-01  15  10   5 
1   3   1 0.700      2.000 9.999988e-01  20  10   5 
1   3   1 0.700      2.000 1.000000e+00  25  10   5 
1   3   1 0.700      2.000 1.000000e+00  25  15   5 
1   3   1 0.700      2.000 1.000000e+00  20  15  10 
2   3   1 0.700      2.000 6.553243e-01  10   5   3 
2   3   1 0.700      2.000 8.238315e-01  15   5   3 
2   3   1 0.700      2.000 9.157678e-01  20   5   3 
2   3   1 0.700      2.000 9.832964e-01  15  10   5 
2   3   1 0.700      2.000 9.971049e-01  20  10   5 
2   3   1 0.700      2.000 9.995442e-01  25  10   5 
2   3   1 0.700      2.000 9.999966e-01  25  15   5 
2   3   1 0.700      2.000 9.999333e-01  20  15  10 
3   3   1 0.700      2.000 6.553243e-01  10   5   3 
3   3   1 0.700      2.000 8.238315e-01  15   5   3 
3   3   1 0.700      2.000 9.157678e-01  20   5   3 
3   3   1 0.700      2.000 9.832964e-01  15  10   5 
3   3   1 0.700      2.000 9.971049e-01  20  10   5 
3   3   1 0.700      2.000 9.995442e-01  25  10   5 
3   3   1 0.700      2.000 9.999966e-01  25  15   5 
3   3   1 0.700      2.000 9.999333e-01  20  15  10 
4   3   1 0.700      2.000 6.553243e-01  10   5   3 
4   3   1 0.700      2.000 8.238315e-01  15   5   3 
4   3   1 0.700      2.000 9.157678e-01  20   5   3 
4   3   1 0.700      2.000 9.832964e-01  15  10   5 
4   3   1 0.700      2.000 9.971049e-01  20  10   5 
4   3   1 0.700      2.000 9.995442e-01  25  10   5 
4   3   1 0.700      2.000 9.999966e-01  25  15   5 
4   3   1 0.700      2.000 9.999333e-01  20  15  10 
5   3   1 0.700      2.000 6.553243e-01  10   5   3 
5   3   1 0.700      2.000 8.238315e-01  15   5   3 
5   3   1 0.700      2.000 9.157678e-01  20   5   3 
5   3   1 0.700      2.000 9.832964e-01  15  10   5 
5   3   1 0.700      2.000 9.971049e-01  20  10   5 
5   3   1 0.700      2.000 9.995442e-01  25  10   5 
5   3   1 0.700      2.000 9.999966e-01  25  15   5 
5   3   1 0.700      2.000 9.999333e-01  20  15  10 
6   3   1 0.700      2.000 3.853710e-01  10   5   3 
6   3   1 0.700      2.000 5.333111e-01  15   5   3 
6   3   1 0.700      2.000 6.553243e-01  20   5   3 
6   3   1 0.700      2.000 8.238315e-01  15  10   5 
6   3   1 0.700      2.000 9.157678e-01  20  10   5 
6   3   1 0.700      2.000 9.617237e-01  25  10   5 
6   3   1 0.700      2.000 9.954673e-01  25  15   5 
6   3   1 0.700      2.000 9.832964e-01  20  15  10 
7   3   1 0.700      2.000 3.853710e-01  10   5   3 
7   3   1 0.700      2.000 5.333111e-01  15   5   3 
7   3   1 0.700      2.000 6.553243e-01  20   5   3 
7   3   1 0.700      2.000 8.238315e-01  15  10   5 
7   3   1 0.700      2.000 9.157678e-01  20  10   5 
7   3   1 0.700      2.000 9.617237e-01  25  10   5 
7   3   1 0.700      2.000 9.954673e-01  25  15   5 
7   3   1 0.700      2.000 9.832964e-01  20  15  10 
1   3   2 0.300      1.000 7.819067e-01  10   5   3 
1   3   2 0.300      1.000 9.183620e-01  15   5   3 
1   3   2 0.300      1.000 9.721272e-01  20   5   3 
1   3   2 0.300      1.000 9.973108e-01  15  10   5 
1   3   2 0.300      1.000 9.997820e-01  20  10   5 
1   3   2 0.300      1.000 9.999843e-01  25  10   5 
1   3   2 0.300      1.000 1.000000e+00  25  15   5 
1   3   2 0.300      1.000 9.999990e-01  20  15  10 
2   3   2 0.300      1.000 4.906368e-01  10   5   3 
2   3   2 0.300      1.000 6.597366e-01  15   5   3 
2   3   2 0.300      1.000 7.819067e-01  20   5   3 
2   3   2 0.300      1.000 9.183620e-01  15  10   5 
2   3   2 0.300      1.000 9.721272e-01  20  10   5 
2   3   2 0.300      1.000 9.911099e-01  25  10   5 
2   3   2 0.300      1.000 9.995861e-01  25  15   5 
2   3   2 0.300      1.000 9.973108e-01  20  15  10 
3   3   2 0.300      1.000 4.906368e-01  10   5   3 
3   3   2 0.300      1.000 6.597366e-01  15   5   3 
3   3   2 0.300      1.000 7.819067e-01  20   5   3 
3   3   2 0.300      1.000 9.183620e-01  15  10   5 
3   3   2 0.300      1.000 9.721272e-01  20  10   5 
3   3   2 0.300      1.000 9.911099e-01  25  10   5 
3   3   2 0.300      1.000 9.995861e-01  25  15   5 
3   3   2 0.300      1.000 9.973108e-01  20  15  10 
4   3   2 0.300      1.000 4.906368e-01  10   5   3 
4   3   2 0.300      1.000 6.597366e-01  15   5   3 
4   3   2 0.300      1.000 7.819067e-01  20   5   3 
4   3   2 0.300      1.000 9.183620e-01  15  10   5 
4   3   2 0.300      1.000 9.721272e-01  20  10   5 
4   3   2 0.300      1.000 9.911099e-01  25  10   5 
4   3   2 0.300      1.000 9.995861e-01  25  15   5 
4   3   2 0.300      1.000 9.973108e-01  20  15  10 
5   3   2 0.300      1.000 4.906368e-01  10   5   3 
5   3   2 0.300      1.000 6.597366e-01  15   5   3 
5   3   2 0.300      1.000 7.819067e-01  20   5   3 
5   3   2 0.300      1.000 9.183620e-01  15  10   5 
5   3   2 0.300      1.000 9.721272e-01  20  10   5 
5   3   2 0.300      1.000 9.911099e-01  25  10   5 
5   3   2 0.300      1.000 9.995861e-01  25  15   5 
5   3   2 0.300      1.000 9.973108e-01  20  15  10 
6   3   2 0.300      1.000 2.773749e-01  10   5   3 
6   3   2 0.300      1.000 3.886218e-01  15   5   3 
6   3   2 0.300      1.000 4.906368e-01  20   5   3 
6   3   2 0.300      1.000 6.597366e-01  15  10   5 
6   3   2 0.300      1.000 7.819067e-01  20  10   5 
6   3   2 0.300      1.000 8.647470e-01  25  10   5 
6   3   2 0.300      1.000 9.632759e-01  25  15   5 
6   3   2 0.300      1.000 9.183620e-01  20  15  10 
7   3   2 0.300      1.000 2.773749e-01  10   5   3 
7   3   2 0.300      1.000 3.886218e-01  15   5   3 
7   3   2 0.300      1.000 4.906368e-01  20   5   3 
7   3   2 0.300      1.000 6.597366e-01  15  10   5 
7   3   2 0.300      1.000 7.819067e-01  20  10   5 
7   3   2 0.300      1.000 8.647470e-01  25  10   5 
7   3   2 0.300      1.000 9.632759e-01  25  15   5 
7   3   2 0.300      1.000 9.183620e-01  20  15  10 
1   3   2 0.700      1.000 9.999953e-01  10   5   3 
1   3   2 0.700      1.000 1.000000e+00  15   5   3 
1   3   2 0.700      1.000 1.000000e+00  20   5   3 
1   3   2 0.700      1.000   1  15  10   5 
1   3   2 0.700      1.000   1  20  10   5 
1   3   2 0.700      1.000   1  25  10   5 
1   3   2 0.700      1.000   1  25  15   5 
1   3   2 0.700      1.000   1  20  15  10 
2   3   2 0.700      1.000 9.947440e-01  10   5   3 
2   3   2 0.700      1.000 9.998242e-01  15   5   3 
2   3   2 0.700      1.000 9.999953e-01  20   5   3 
2   3   2 0.700      1.000 1.000000e+00  15  10   5 
2   3   2 0.700      1.000 1.000000e+00  20  10   5 
2   3   2 0.700      1.000 1.000000e+00  25  10   5 
2   3   2 0.700      1.000   1  25  15   5 
2   3   2 0.700      1.000   1  20  15  10 
3   3   2 0.700      1.000 9.947440e-01  10   5   3 
3   3   2 0.700      1.000 9.998242e-01  15   5   3 
3   3   2 0.700      1.000 9.999953e-01  20   5   3 
3   3   2 0.700      1.000 1.000000e+00  15  10   5 
3   3   2 0.700      1.000 1.000000e+00  20  10   5 
3   3   2 0.700      1.000 1.000000e+00  25  10   5 
3   3   2 0.700      1.000   1  25  15   5 
3   3   2 0.700      1.000   1  20  15  10 
4   3   2 0.700      1.000 9.947440e-01  10   5   3 
4   3   2 0.700      1.000 9.998242e-01  15   5   3 
4   3   2 0.700      1.000 9.999953e-01  20   5   3 
4   3   2 0.700      1.000 1.000000e+00  15  10   5 
4   3   2 0.700      1.000 1.000000e+00  20  10   5 
4   3   2 0.700      1.000 1.000000e+00  25  10   5 
4   3   2 0.700      1.000   1  25  15   5 
4   3   2 0.700      1.000   1  20  15  10 
5   3   2 0.700      1.000 9.947440e-01  10   5   3 
5   3   2 0.700      1.000 9.998242e-01  15   5   3 
5   3   2 0.700      1.000 9.999953e-01  20   5   3 
5   3   2 0.700      1.000 1.000000e+00  15  10   5 
5   3   2 0.700      1.000 1.000000e+00  20  10   5 
5   3   2 0.700      1.000 1.000000e+00  25  10   5 
5   3   2 0.700      1.000   1  25  15   5 
5   3   2 0.700      1.000   1  20  15  10 
6   3   2 0.700      1.000 8.916004e-01  10   5   3 
6   3   2 0.700      1.000 9.745994e-01  15   5   3 
6   3   2 0.700      1.000 9.947440e-01  20   5   3 
6   3   2 0.700      1.000 9.998242e-01  15  10   5 
6   3   2 0.700      1.000 9.999953e-01  20  10   5 
6   3   2 0.700      1.000 9.999999e-01  25  10   5 
6   3   2 0.700      1.000 1.000000e+00  25  15   5 
6   3   2 0.700      1.000 1.000000e+00  20  15  10 
7   3   2 0.700      1.000 8.916004e-01  10   5   3 
7   3   2 0.700      1.000 9.745994e-01  15   5   3 
7   3   2 0.700      1.000 9.947440e-01  20   5   3 
7   3   2 0.700      1.000 9.998242e-01  15  10   5 
7   3   2 0.700      1.000 9.999953e-01  20  10   5 
7   3   2 0.700      1.000 9.999999e-01  25  10   5 
7   3   2 0.700      1.000 1.000000e+00  25  15   5 
7   3   2 0.700      1.000 1.000000e+00  20  15  10 
1   3   2 0.300      2.000 4.906368e-01  10   5   3 
1   3   2 0.300      2.000 6.597366e-01  15   5   3 
1   3   2 0.300      2.000 7.819067e-01  20   5   3 
1   3   2 0.300      2.000 9.183620e-01  15  10   5 
1   3   2 0.300      2.000 9.721272e-01  20  10   5 
1   3   2 0.300      2.000 9.911099e-01  25  10   5 
1   3   2 0.300      2.000 9.995861e-01  25  15   5 
1   3   2 0.300      2.000 9.973108e-01  20  15  10 
2   3   2 0.300      2.000 2.773749e-01  10   5   3 
2   3   2 0.300      2.000 3.886218e-01  15   5   3 
2   3   2 0.300      2.000 4.906368e-01  20   5   3 
2   3   2 0.300      2.000 6.597366e-01  15  10   5 
2   3   2 0.300      2.000 7.819067e-01  20  10   5 
2   3   2 0.300      2.000 8.647470e-01  25  10   5 
2   3   2 0.300      2.000 9.632759e-01  25  15   5 
2   3   2 0.300      2.000 9.183620e-01  20  15  10 
3   3   2 0.300      2.000 2.773749e-01  10   5   3 
3   3   2 0.300      2.000 3.886218e-01  15   5   3 
3   3   2 0.300      2.000 4.906368e-01  20   5   3 
3   3   2 0.300      2.000 6.597366e-01  15  10   5 
3   3   2 0.300      2.000 7.819067e-01  20  10   5 
3   3   2 0.300      2.000 8.647470e-01  25  10   5 
3   3   2 0.300      2.000 9.632759e-01  25  15   5 
3   3   2 0.300      2.000 9.183620e-01  20  15  10 
4   3   2 0.300      2.000 2.773749e-01  10   5   3 
4   3   2 0.300      2.000 3.886218e-01  15   5   3 
4   3   2 0.300      2.000 4.906368e-01  20   5   3 
4   3   2 0.300      2.000 6.597366e-01  15  10   5 
4   3   2 0.300      2.000 7.819067e-01  20  10   5 
4   3   2 0.300      2.000 8.647470e-01  25  10   5 
4   3   2 0.300      2.000 9.632759e-01  25  15   5 
4   3   2 0.300      2.000 9.183620e-01  20  15  10 
5   3   2 0.300      2.000 2.773749e-01  10   5   3 
5   3   2 0.300      2.000 3.886218e-01  15   5   3 
5   3   2 0.300      2.000 4.906368e-01  20   5   3 
5   3   2 0.300      2.000 6.597366e-01  15  10   5 
5   3   2 0.300      2.000 7.819067e-01  20  10   5 
5   3   2 0.300      2.000 8.647470e-01  25  10   5 
5   3   2 0.300      2.000 9.632759e-01  25  15   5 
5   3   2 0.300      2.000 9.183620e-01  20  15  10 
6   3   2 0.300      2.000 1.606675e-01  10   5   3 
6   3   2 0.300      2.000 2.194329e-01  15   5   3 
6   3   2 0.300      2.000 2.773749e-01  20   5   3 
6   3   2 0.300      2.000 3.886218e-01  15  10   5 
6   3   2 0.300      2.000 4.906368e-01  20  10   5 
6   3   2 0.300      2.000 5.812528e-01  25  10   5 
6   3   2 0.300      2.000 7.554329e-01  25  15   5 
6   3   2 0.300      2.000 6.597366e-01  20  15  10 
7   3   2 0.300      2.000 1.606675e-01  10   5   3 
7   3   2 0.300      2.000 2.194329e-01  15   5   3 
7   3   2 0.300      2.000 2.773749e-01  20   5   3 
7   3   2 0.300      2.000 3.886218e-01  15  10   5 
7   3   2 0.300      2.000 4.906368e-01  20  10   5 
7   3   2 0.300      2.000 5.812528e-01  25  10   5 
7   3   2 0.300      2.000 7.554329e-01  25  15   5 
7   3   2 0.300      2.000 6.597366e-01  20  15  10 
1   3   2 0.700      2.000 9.947440e-01  10   5   3 
1   3   2 0.700      2.000 9.998242e-01  15   5   3 
1   3   2 0.700      2.000 9.999953e-01  20   5   3 
1   3   2 0.700      2.000 1.000000e+00  15  10   5 
1   3   2 0.700      2.000 1.000000e+00  20  10   5 
1   3   2 0.700      2.000 1.000000e+00  25  10   5 
1   3   2 0.700      2.000   1  25  15   5 
1   3   2 0.700      2.000   1  20  15  10 
2   3   2 0.700      2.000 8.916004e-01  10   5   3 
2   3   2 0.700      2.000 9.745994e-01  15   5   3 
2   3   2 0.700      2.000 9.947440e-01  20   5   3 
2   3   2 0.700      2.000 9.998242e-01  15  10   5 
2   3   2 0.700      2.000 9.999953e-01  20  10   5 
2   3   2 0.700      2.000 9.999999e-01  25  10   5 
2   3   2 0.700      2.000 1.000000e+00  25  15   5 
2   3   2 0.700      2.000 1.000000e+00  20  15  10 
3   3   2 0.700      2.000 8.916004e-01  10   5   3 
3   3   2 0.700      2.000 9.745994e-01  15   5   3 
3   3   2 0.700      2.000 9.947440e-01  20   5   3 
3   3   2 0.700      2.000 9.998242e-01  15  10   5 
3   3   2 0.700      2.000 9.999953e-01  20  10   5 
3   3   2 0.700      2.000 9.999999e-01  25  10   5 
3   3   2 0.700      2.000 1.000000e+00  25  15   5 
3   3   2 0.700      2.000 1.000000e+00  20  15  10 
4   3   2 0.700      2.000 8.916004e-01  10   5   3 
4   3   2 0.700      2.000 9.745994e-01  15   5   3 
4   3   2 0.700      2.000 9.947440e-01  20   5   3 
4   3   2 0.700      2.000 9.998242e-01  15  10   5 
4   3   2 0.700      2.000 9.999953e-01  20  10   5 
4   3   2 0.700      2.000 9.999999e-01  25  10   5 
4   3   2 0.700      2.000 1.000000e+00  25  15   5 
4   3   2 0.700      2.000 1.000000e+00  20  15  10 
5   3   2 0.700      2.000 8.916004e-01  10   5   3 
5   3   2 0.700      2.000 9.745994e-01  15   5   3 
5   3   2 0.700      2.000 9.947440e-01  20   5   3 
5   3   2 0.700      2.000 9.998242e-01  15  10   5 
5   3   2 0.700      2.000 9.999953e-01  20  10   5 
5   3   2 0.700      2.000 9.999999e-01  25  10   5 
5   3   2 0.700      2.000 1.000000e+00  25  15   5 
5   3   2 0.700      2.000 1.000000e+00  20  15  10 
6   3   2 0.700      2.000 6.176354e-01  10   5   3 
6   3   2 0.700      2.000 7.901751e-01  15   5   3 
6   3   2 0.700      2.000 8.916004e-01  20   5   3 
6   3   2 0.700      2.000 9.745994e-01  15  10   5 
6   3   2 0.700      2.000 9.947440e-01  20  10   5 
6   3   2 0.700      2.000 9.990054e-01  25  10   5 
6   3   2 0.700      2.000 9.999882e-01  25  15   5 
6   3   2 0.700      2.000 9.998242e-01  20  15  10 
7   3   2 0.700      2.000 6.176354e-01  10   5   3 
7   3   2 0.700      2.000 7.901751e-01  15   5   3 
7   3   2 0.700      2.000 8.916004e-01  20   5   3 
7   3   2 0.700      2.000 9.745994e-01  15  10   5 
7   3   2 0.700      2.000 9.947440e-01  20  10   5 
7   3   2 0.700      2.000 9.990054e-01  25  10   5 
7   3   2 0.700      2.000 9.999882e-01  25  15   5 
7   3   2 0.700      2.000 9.998242e-01  20  15  10 
1   3   3 0.300      1.000 7.175230e-01  10   5   3 
1   3   3 0.300      1.000 8.739640e-01  15   5   3 
1   3   3 0.300      1.000 9.479956e-01  20   5   3 
1   3   3 0.300      1.000 9.924836e-01  15  10   5 
1   3   3 0.300      1.000 9.990676e-01  20  10   5 
1   3   3 0.300      1.000 9.998962e-01  25  10   5 
1   3   3 0.300      1.000 9.999997e-01  25  15   5 
1   3   3 0.300      1.000 9.999893e-01  20  15  10 
2   3   3 0.300      1.000 4.336374e-01  10   5   3 
2   3   3 0.300      1.000 5.932104e-01  15   5   3 
2   3   3 0.300      1.000 7.175230e-01  20   5   3 
2   3   3 0.300      1.000 8.739640e-01  15  10   5 
2   3   3 0.300      1.000 9.479956e-01  20  10   5 
2   3   3 0.300      1.000 9.797667e-01  25  10   5 
2   3   3 0.300      1.000 9.984108e-01  25  15   5 
2   3   3 0.300      1.000 9.924836e-01  20  15  10 
3   3   3 0.300      1.000 4.336374e-01  10   5   3 
3   3   3 0.300      1.000 5.932104e-01  15   5   3 
3   3   3 0.300      1.000 7.175230e-01  20   5   3 
3   3   3 0.300      1.000 8.739640e-01  15  10   5 
3   3   3 0.300      1.000 9.479956e-01  20  10   5 
3   3   3 0.300      1.000 9.797667e-01  25  10   5 
3   3   3 0.300      1.000 9.984108e-01  25  15   5 
3   3   3 0.300      1.000 9.924836e-01  20  15  10 
4   3   3 0.300      1.000 4.336374e-01  10   5   3 
4   3   3 0.300      1.000 5.932104e-01  15   5   3 
4   3   3 0.300      1.000 7.175230e-01  20   5   3 
4   3   3 0.300      1.000 8.739640e-01  15  10   5 
4   3   3 0.300      1.000 9.479956e-01  20  10   5 
4   3   3 0.300      1.000 9.797667e-01  25  10   5 
4   3   3 0.300      1.000 9.984108e-01  25  15   5 
4   3   3 0.300      1.000 9.924836e-01  20  15  10 
5   3   3 0.300      1.000 4.336374e-01  10   5   3 
5   3   3 0.300      1.000 5.932104e-01  15   5   3 
5   3   3 0.300      1.000 7.175230e-01  20   5   3 
5   3   3 0.300      1.000 8.739640e-01  15  10   5 
5   3   3 0.300      1.000 9.479956e-01  20  10   5 
5   3   3 0.300      1.000 9.797667e-01  25  10   5 
5   3   3 0.300      1.000 9.984108e-01  25  15   5 
5   3   3 0.300      1.000 9.924836e-01  20  15  10 
6   3   3 0.300      1.000 2.443956e-01  10   5   3 
6   3   3 0.300      1.000 3.418878e-01  15   5   3 
6   3   3 0.300      1.000 4.336374e-01  20   5   3 
6   3   3 0.300      1.000 5.932104e-01  15  10   5 
6   3   3 0.300      1.000 7.175230e-01  20  10   5 
6   3   3 0.300      1.000 8.091503e-01  25  10   5 
6   3   3 0.300      1.000 9.347154e-01  25  15   5 
6   3   3 0.300      1.000 8.739640e-01  20  15  10 
7   3   3 0.300      1.000 2.443956e-01  10   5   3 
7   3   3 0.300      1.000 3.418878e-01  15   5   3 
7   3   3 0.300      1.000 4.336374e-01  20   5   3 
7   3   3 0.300      1.000 5.932104e-01  15  10   5 
7   3   3 0.300      1.000 7.175230e-01  20  10   5 
7   3   3 0.300      1.000 8.091503e-01  25  10   5 
7   3   3 0.300      1.000 9.347154e-01  25  15   5 
7   3   3 0.300      1.000 8.739640e-01  20  15  10 
1   3   3 0.700      1.000 9.999619e-01  10   5   3 
1   3   3 0.700      1.000 9.999999e-01  15   5   3 
1   3   3 0.700      1.000 1.000000e+00  20   5   3 
1   3   3 0.700      1.000 1.000000e+00  15  10   5 
1   3   3 0.700      1.000   1  20  10   5 
1   3   3 0.700      1.000   1  25  10   5 
1   3   3 0.700      1.000   1  25  15   5 
1   3   3 0.700      1.000   1  20  15  10 
2   3   3 0.700      1.000 9.869034e-01  10   5   3 
2   3   3 0.700      1.000 9.992206e-01  15   5   3 
2   3   3 0.700      1.000 9.999619e-01  20   5   3 
2   3   3 0.700      1.000 9.999999e-01  15  10   5 
2   3   3 0.700      1.000 1.000000e+00  20  10   5 
2   3   3 0.700      1.000 1.000000e+00  25  10   5 
2   3   3 0.700      1.000   1  25  15   5 
2   3   3 0.700      1.000 1.000000e+00  20  15  10 
3   3   3 0.700      1.000 9.869034e-01  10   5   3 
3   3   3 0.700      1.000 9.992206e-01  15   5   3 
3   3   3 0.700      1.000 9.999619e-01  20   5   3 
3   3   3 0.700      1.000 9.999999e-01  15  10   5 
3   3   3 0.700      1.000 1.000000e+00  20  10   5 
3   3   3 0.700      1.000 1.000000e+00  25  10   5 
3   3   3 0.700      1.000   1  25  15   5 
3   3   3 0.700      1.000 1.000000e+00  20  15  10 
4   3   3 0.700      1.000 9.869034e-01  10   5   3 
4   3   3 0.700      1.000 9.992206e-01  15   5   3 
4   3   3 0.700      1.000 9.999619e-01  20   5   3 
4   3   3 0.700      1.000 9.999999e-01  15  10   5 
4   3   3 0.700      1.000 1.000000e+00  20  10   5 
4   3   3 0.700      1.000 1.000000e+00  25  10   5 
4   3   3 0.700      1.000   1  25  15   5 
4   3   3 0.700      1.000 1.000000e+00  20  15  10 
5   3   3 0.700      1.000 9.869034e-01  10   5   3 
5   3   3 0.700      1.000 9.992206e-01  15   5   3 
5   3   3 0.700      1.000 9.999619e-01  20   5   3 
5   3   3 0.700      1.000 9.999999e-01  15  10   5 
5   3   3 0.700      1.000 1.000000e+00  20  10   5 
5   3   3 0.700      1.000 1.000000e+00  25  10   5 
5   3   3 0.700      1.000   1  25  15   5 
5   3   3 0.700      1.000 1.000000e+00  20  15  10 
6   3   3 0.700      1.000 8.408787e-01  10   5   3 
6   3   3 0.700      1.000 9.518318e-01  15   5   3 
6   3   3 0.700      1.000 9.869034e-01  20   5   3 
6   3   3 0.700      1.000 9.992206e-01  15  10   5 
6   3   3 0.700      1.000 9.999619e-01  20  10   5 
6   3   3 0.700      1.000 9.999984e-01  25  10   5 
6   3   3 0.700      1.000 1.000000e+00  25  15   5 
6   3   3 0.700      1.000 9.999999e-01  20  15  10 
7   3   3 0.700      1.000 8.408787e-01  10   5   3 
7   3   3 0.700      1.000 9.518318e-01  15   5   3 
7   3   3 0.700      1.000 9.869034e-01  20   5   3 
7   3   3 0.700      1.000 9.992206e-01  15  10   5 
7   3   3 0.700      1.000 9.999619e-01  20  10   5 
7   3   3 0.700      1.000 9.999984e-01  25  10   5 
7   3   3 0.700      1.000 1.000000e+00  25  15   5 
7   3   3 0.700      1.000 9.999999e-01  20  15  10 
1   3   3 0.300      2.000 4.336374e-01  10   5   3 
1   3   3 0.300      2.000 5.932104e-01  15   5   3 
1   3   3 0.300      2.000 7.175230e-01  20   5   3 
1   3   3 0.300      2.000 8.739640e-01  15  10   5 
1   3   3 0.300      2.000 9.479956e-01  20  10   5 
1   3   3 0.300      2.000 9.797667e-01  25  10   5 
1   3   3 0.300      2.000 9.984108e-01  25  15   5 
1   3   3 0.300      2.000 9.924836e-01  20  15  10 
2   3   3 0.300      2.000 2.443956e-01  10   5   3 
2   3   3 0.300      2.000 3.418878e-01  15   5   3 
2   3   3 0.300      2.000 4.336374e-01  20   5   3 
2   3   3 0.300      2.000 5.932104e-01  15  10   5 
2   3   3 0.300      2.000 7.175230e-01  20  10   5 
2   3   3 0.300      2.000 8.091503e-01  25  10   5 
2   3   3 0.300      2.000 9.347154e-01  25  15   5 
2   3   3 0.300      2.000 8.739640e-01  20  15  10 
3   3   3 0.300      2.000 2.443956e-01  10   5   3 
3   3   3 0.300      2.000 3.418878e-01  15   5   3 
3   3   3 0.300      2.000 4.336374e-01  20   5   3 
3   3   3 0.300      2.000 5.932104e-01  15  10   5 
3   3   3 0.300      2.000 7.175230e-01  20  10   5 
3   3   3 0.300      2.000 8.091503e-01  25  10   5 
3   3   3 0.300      2.000 9.347154e-01  25  15   5 
3   3   3 0.300      2.000 8.739640e-01  20  15  10 
4   3   3 0.300      2.000 2.443956e-01  10   5   3 
4   3   3 0.300      2.000 3.418878e-01  15   5   3 
4   3   3 0.300      2.000 4.336374e-01  20   5   3 
4   3   3 0.300      2.000 5.932104e-01  15  10   5 
4   3   3 0.300      2.000 7.175230e-01  20  10   5 
4   3   3 0.300      2.000 8.091503e-01  25  10   5 
4   3   3 0.300      2.000 9.347154e-01  25  15   5 
4   3   3 0.300      2.000 8.739640e-01  20  15  10 
5   3   3 0.300      2.000 2.443956e-01  10   5   3 
5   3   3 0.300      2.000 3.418878e-01  15   5   3 
5   3   3 0.300      2.000 4.336374e-01  20   5   3 
5   3   3 0.300      2.000 5.932104e-01  15  10   5 
5   3   3 0.300      2.000 7.175230e-01  20  10   5 
5   3   3 0.300      2.000 8.091503e-01  25  10   5 
5   3   3 0.300      2.000 9.347154e-01  25  15   5 
5   3   3 0.300      2.000 8.739640e-01  20  15  10 
6   3   3 0.300      2.000 1.437680e-01  10   5   3 
6   3   3 0.300      2.000 1.943227e-01  15   5   3 
6   3   3 0.300      2.000 2.443956e-01  20   5   3 
6   3   3 0.300      2.000 3.418878e-01  15  10   5 
6   3   3 0.300      2.000 4.336374e-01  20  10   5 
6   3   3 0.300      2.000 5.177452e-01  25  10   5 
6   3   3 0.300      2.000 6.896955e-01  25  15   5 
6   3   3 0.300      2.000 5.932104e-01  20  15  10 
7   3   3 0.300      2.000 1.437680e-01  10   5   3 
7   3   3 0.300      2.000 1.943227e-01  15   5   3 
7   3   3 0.300      2.000 2.443956e-01  20   5   3 
7   3   3 0.300      2.000 3.418878e-01  15  10   5 
7   3   3 0.300      2.000 4.336374e-01  20  10   5 
7   3   3 0.300      2.000 5.177452e-01  25  10   5 
7   3   3 0.300      2.000 6.896955e-01  25  15   5 
7   3   3 0.300      2.000 5.932104e-01  20  15  10 
1   3   3 0.700      2.000 9.869034e-01  10   5   3 
